Id,SalePrice
2658,165641.11854054913
2718,167341.73087488645
2414,213421.36551849474
1989,108831.79735453358
625,179496.70085666605
333,85847.2609231628
1327,110006.18050176412
858,151108.5182121444
95,199611.73116360567
1568,171936.63594891297
2482,169582.02597768957
1364,129237.51747801434
2584,183187.54973920595
818,238906.06750006924
2673,192748.76173011254
2089,111761.03895706714
1297,156482.35738800792
790,123841.04539776017
2616,197143.41379425302
720,192388.7833301193
222,148082.00634450986
557,115427.28120557281
1148,213664.76083334495
2766,187058.02707022644
534,198555.93754716418
1452,115357.52802409446
630,110950.92986852949
2648,97953.72982532965
125,139393.31929400255
1904,32036.959599996015
1670,113770.52047133181
756,94578.22937132975
717,244234.80809737276
1032,152522.20896205097
852,224953.69806268427
1731,182392.76898338916
2639,127249.97231912159
2071,91248.04951534816
1267,95113.8716971252
1851,197892.57150179314
567,157607.58640314307
2439,214244.21716363798
1898,146082.72598224395
647,168923.9733434081
2256,215585.00964006773
979,97339.44443248595
1444,224616.81092255528
2485,108075.26683160412
157,121247.94273314075
88,100209.69790554422
2003,113844.80166219178
186,203743.16152754248
1425,259015.26979808282
2695,129592.4582105253
738,83284.06741738584
395,152792.34590072153
1353,167746.33598282436
1878,151744.26947969923
390,175610.7457910938
1456,236015.50536569205
1103,296843.6850033727
1387,101266.13924461596
2070,142090.68468514679
1199,185649.2077120389
2479,173293.7638827225
501,288966.2420625837
2362,75284.78499586761
1718,226107.14709655108
2188,39007.026918734715
1483,155530.63669161755
2557,75475.42312603546
437,333607.67844778707
2224,214447.67102466803
1628,177899.91703939738
397,137204.0343043878
587,216600.61222966577
971,151340.53576249946
2611,146458.4377551759
1887,86106.48094067645
2399,325063.5667802425
2148,219206.46148645267
304,114384.26533507428
1997,123682.38192436239
2817,95366.34506933106
1431,171215.24996096292
427,341341.0918748072
263,114434.74002349217
598,182071.32876893692
2895,261475.4408591823
687,149865.57993483372
1822,123259.40724370927
2191,121783.62301058593
179,129469.86744280219
1009,200564.32837344985
2010,117424.91681503561
1991,149568.71332754492
1411,166901.02382788842
1721,267820.9322523713
1144,189577.12461328154
593,216761.35640978042
575,284072.20246855443
1249,193872.40719360352
1604,109616.30282605151
1064,396754.2147036056
1923,164132.97058652897
1988,101453.68599297588
2325,171253.02500341015
114,225295.90938004758
2700,183713.13519966076
217,139961.48164115756
343,180123.8949632312
386,228417.76675152718
2005,132243.4583584398
2908,157368.5494266645
1814,228239.57372950827
2446,435964.3620601787
208,112749.98345251268
1679,112376.19847693379
822,283016.7509709202
6,201402.7993077151
1781,341145.7121154446
2397,286658.293580172
2340,273489.9539463981
1618,182106.30895398292
2843,132639.09738675327
1061,337098.380956942
2786,124634.73311438787
1935,128038.4476900107
1341,99937.39502207135
521,275000.864286733
2136,128186.64360460525
996,191330.0828424599
227,146730.87364489224
135,178830.99237619445
1167,158499.83233102362
294,218907.41984442322
1776,204335.5918408078
540,180610.96189263818
1717,226103.2322253956
2303,129803.73084749907
116,186714.68708797413
127,126654.89278901787
1371,133479.17993052924
1014,198439.84312673222
1507,85195.16182058901
702,128073.99739981545
750,160062.1329734584
261,164037.18858004326
1559,68815.10239843884
577,234292.3803654147
2812,212558.47919037056
2080,170016.29382336492
1368,95063.9151178972
2376,106319.38593146001
659,103880.69717006161
1235,123823.11434811924
332,69816.24741402337
1917,136433.73189224832
2094,247766.6272440133
1460,272465.7962216759
1471,210648.55543975046
1509,123278.85134713838
1922,124037.46467505055
433,405902.3086268279
460,273661.4521745486
1116,253035.98121006886
1137,168693.39968146433
53,175639.56629394696
2354,247833.58873301453
1475,207185.95607993635
1761,454965.6572481537
842,135611.0764721796
2739,188926.45391458104
2509,165567.6995450872
1007,213808.0500647691
2610,191397.35623338516
1952,75915.20900711183
2719,163273.69586126218
2921,81002.07888823356
1966,132752.3544045644
292,111151.05396677641
1204,194141.27221518604
1829,258368.85444606308
2419,188891.46828565598
391,167236.9449743615
798,120949.18914634697
481,197123.78408728118
193,211140.35517170507
555,117446.77793750117
899,62924.01841899031
2357,187430.68218799887
328,118537.92488239758
1356,107199.54786169002
1154,95424.89623605339
1730,178891.8347686359
2249,154901.51330011614
1119,254335.51722474387
2856,132404.6613933847
1394,143584.812927256
2587,124785.91005974155
61,308891.5763709439
2661,176196.66558318058
2711,143253.6475984724
1147,176384.77448190478
757,114534.56687816666
2623,74553.8535676111
2378,155881.22748177513
1413,145858.09954727296
1722,251817.93798992876
1112,216860.47940642183
1623,194241.44386483484
1201,189762.42281314582
1513,95268.45702958948
957,648673.4988180747
1171,245048.36353798374
1145,194771.58484533048
2726,263750.93095666653
703,159464.45170843642
760,72300.47466552287
1964,128254.21897912672
2512,173787.38156148582
159,149826.7148255307
1281,165152.79982448087
468,191623.44972263015
290,126622.8340115064
665,118386.4027884535
1463,272393.97356941435
1792,226405.95595145502
923,150924.52185444528
500,268157.92446121783
1408,192183.38054577963
331,73233.14930809707
170,105941.57707012266
2192,89777.44930301365
2571,296972.9106348648
2314,181979.99566428005
2647,91766.09104109951
422,360547.67670466076
2457,336554.22407794365
1838,208369.0028508701
2805,266565.2664038327
1645,168855.0716725035
1711,300729.6161191459
2825,262942.63121177047
322,307858.13785939186
2103,264131.94278957543
342,133353.82784898303
600,112967.07547467705
488,193232.61274136417
1725,313130.67441015807
2246,242966.72613412546
2847,166204.24581314102
806,245405.62280960797
530,233725.09972797305
963,192346.3139537475
2678,70930.37368208266
171,72790.83484962073
2401,374179.43520780414
805,224127.1131927978
2259,230803.41004352848
1748,185155.85353214748
1361,143701.88512189724
1677,117786.36915075619
1406,154869.86427261197
2322,259203.2248983239
688,158082.6123646597
143,138717.85139252472
804,204886.1561909108
1214,149808.6987719665
2828,143735.11166326256
1999,190975.6749002557
2467,198007.7499290807
2665,163760.64397001383
1538,326493.03956092265
398,101949.3974330228
2822,147523.68961512588
2157,146944.35030264713
1856,200261.35394872384
1269,83222.81435223977
2570,120407.29389682713
2320,248140.08051628183
1517,155694.93806328598
2304,117765.64833307541
1312,89306.27520130061
2012,141157.18834512433
506,266464.68965050846
2865,220222.42018583065
2367,107558.31702686794
554,100187.82582664053
238,136416.89827838304
1954,115720.65443426564
2488,120352.46630455175
2291,77498.60447071544
1969,74941.24209140912
2725,174879.58827097923
1482,155530.63669161755
2763,201194.18407626823
503,237149.372049425
1584,230559.29669892293
1531,136194.74910053267
2210,165928.1550864188
459,314071.433476564
556,124951.72362778572
1347,131399.01366112806
1290,66156.81057453003
1388,89764.74280842784
1571,504360.995407289
2754,215165.3659356661
765,124084.14948393968
2494,130310.14040303417
2870,214874.22101221685
7,210192.29399835947
1114,230977.82120255538
2418,272479.9125003717
